set_code,set_name,printed_set_abbrev,page_base,page_url,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,004/070,Kricketune,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,012/070,Victini,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,026/070,Empoleon,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,036/070,Necrozma,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,050/070,Rapid Strike Urshifu,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,055/070,Corviknight,Rapid Strike Master,RR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,071/070,Kricketune,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,072/070,Victini,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,073/070,Empoleon,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,074/070,Empoleon,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,075/070,Necrozma,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,076/070,Rapid Strike Urshifu,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,077/070,Rapid Strike Urshifu,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh5,Battle Styles,BST,Battle Styles,https://bulbapedia.bulbagarden.net/wiki/Battle_Styles_%28TCG%29,078/070,Corviknight,Rapid Strike Master,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,045/198,Ice Rider Calyrex,Additional cards,Silver snowflake stamp Holiday Calendar 2022 exclusive},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,007/198,Celebi,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,020/198,Blaziken,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,025/198,Volcanion,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,045/198,Ice Rider Calyrex,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,053/198,Zeraora,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,058/198,Galarian Articuno,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,074/198,Shadow Rider Calyrex,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,080/198,Galarian Zapdos,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,089/198,Sandaconda,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,097/198,Galarian Moltres,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,104/198,Liepard,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,112/198,Metagross,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,119/198,Blissey,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,124/198,Tornadus,Chilling Reign,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,160/198,Celebi,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,161/198,Blaziken,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,162/198,Volcanion,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,163/198,Ice Rider Calyrex,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,164/198,Ice Rider Calyrex,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,165/198,Zeraora,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,166/198,Zeraora,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,167/198,Galarian Rapidash,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,168/198,Galarian Rapidash,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,169/198,Galarian Articuno,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,170/198,Galarian Articuno,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,171/198,Shadow Rider Calyrex,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,172/198,Shadow Rider Calyrex,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,173/198,Galarian Zapdos,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,174/198,Galarian Zapdos,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,175/198,Sandaconda,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,176/198,Galarian Moltres,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,177/198,Galarian Moltres,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,180/198,Liepard,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,181/198,Metagross,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,182/198,Blissey,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,183/198,Blissey,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,184/198,Tornadus,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,185/198,Tornadus,Chilling Reign,Rare Ultra},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,003/070,Dwebble,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,004/070,Crustle,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,012/070,Litleo,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,013/070,Pyroar,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,014/070,Volcanion,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,025/070,Bergmite,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,026/070,Avalugg,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,027/070,Ice Rider Calyrex,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,029/070,Galarian Rapidash,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,031/070,Drowzee,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,032/070,Hypno,Silver Lance,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,038/070,Hippopotas,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,039/070,Hippowdon,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,043/070,Sandaconda,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,047/070,Liepard,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,055/070,Teddiursa,Silver Lance,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,056/070,Ursaring,Silver Lance,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,057/070,Tornadus,Silver Lance,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,071/070,Volcanion,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,072/070,Ice Rider Calyrex,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,073/070,Ice Rider Calyrex,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,074/070,Galarian Rapidash,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,075/070,Galarian Rapidash,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,076/070,Sandaconda,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,077/070,Liepard,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,078/070,Tornadus,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,079/070,Tornadus,Silver Lance,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,003/070,Celebi,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,005/070,Seedot,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,009/070,Psyduck,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,010/070,Golduck,Jet-Black Spirit,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,014/070,Luvdisc,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,015/070,Tympole,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,017/070,Arctovish,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,023/070,Emolga,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,024/070,Zeraora,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,028/070,Sableye,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,034/070,Cutiefly,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,035/070,Ribombee,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,036/070,Shadow Rider Calyrex,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,038/070,Palpitoad,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,039/070,Seismitoad,Jet-Black Spirit,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,047/070,Nuzleaf,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,048/070,Shiftry,Jet-Black Spirit,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,049/070,Metagross,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,052/070,Blissey,Jet-Black Spirit,RR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,055/070,Fletchling,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,056/070,Fletchinder,Jet-Black Spirit,C},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,057/070,Talonflame,Jet-Black Spirit,U},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,071/070,Celebi,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,072/070,Arctovish,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,073/070,Zeraora,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,074/070,Zeraora,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,075/070,Shadow Rider Calyrex,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,076/070,Shadow Rider Calyrex,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,077/070,Metagross,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,078/070,Blissey,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh6,Chilling Reign,CRE,Chilling Reign,https://bulbapedia.bulbagarden.net/wiki/Chilling_Reign_%28TCG%29,079/070,Blissey,Jet-Black Spirit,SR},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,040/203,Glaceon,Additional cards,Silver snowflake stamp exclusive},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,094/203,Umbreon,Additional cards,Non Holo Tutorial Deck exclusive at stores & events},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,007/203,Leafeon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,013/203,Trevenant,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,021/203,Volcarona,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,028/203,Gyarados,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,031/203,Suicune,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,040/203,Glaceon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,048/203,Arctovish,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,058/203,Dracozolt,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,064/203,Espeon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,070/203,Golurk,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,074/203,Sylveon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,083/203,Medicham,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,091/203,Lycanroc,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,094/203,Umbreon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,100/203,Garbodor,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,110/203,Rayquaza,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,117/203,Noivern,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,122/203,Duraludon,Evolving Skies,Ultra-Rare Rare},bulbapedia_row_missing_in_db
swsh7,Evolving Skies,EVS,Evolving Skies,https://bulbapedia.bulbagarden.net/wiki/Evolving_Skies_%28TCG%29,166/203,Leafeon,Evolving Skies,Rare Ultra},bulbapedia_row_missing_in_db
